Crime_Type,Slope,Intercept,MAE,MSE,RMSE,R2,Total_Count
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - Love Intrigue,0.1333333333333334,1.333333333333333,0.9481481481481482,1.4370370370370371,1.1987647963787713,0.07619047619047614,18.0
FOREST - Forest (Conservation) Act 1980,0.1333333333333334,0.4444444444444442,0.7604938271604937,0.8691358024691358,0.9322745317068014,0.1200000000000001,10.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Cash,0.13333333333333328,42.111111111111114,4.962962962962962,33.16543209876543,5.758943661711358,0.0035608308605342698,385.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - Adultery,0.1166666666666667,0.5277777777777777,0.7407407407407407,0.8969135802469137,0.9470552149937794,0.09187499999999993,10.0
"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS) - On Highways",0.11666666666666667,4.972222222222222,2.34320987654321,8.378395061728394,2.8945457435888615,0.010714285714285898,50.0
MOLESTATION (Sec.354 IPC/74 BNS) - Private Place,0.10000000000000013,77.27777777777777,10.792592592592591,138.9950617283951,11.789616691326104,0.0004794034090906951,700.0
"Murder (Sec.302/303 IPC/103,104 BNS) - Love Intrigue",0.10000000000000006,1.3888888888888884,1.4098765432098763,2.6987654320987655,1.6427919625134417,0.024107142857142883,17.0
OF ABETMENT (Sec.107 to 120 IPC/45-60 BNS),0.10000000000000005,1.1666666666666665,1.0074074074074073,1.2666666666666666,1.1254628677422756,0.04999999999999993,15.0
COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS) - Others,0.09999999999999995,7.055555555555555,2.5283950617283946,10.40246913580247,3.225285899854844,0.006367924528301816,68.0
KARNATAKA STATE LOCAL ACTS - Karnataka Cow Slaughters Act,0.0999999999999999,17.055555555555557,3.160493827160494,18.402469135802477,4.289809918376626,0.0036096256684488015,158.0
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - On Other Roads",0.08333333333333336,2.9166666666666665,1.351851851851852,2.6203703703703702,1.618755809370385,0.01736111111111116,30.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - For Gain,0.08333333333333333,1.4722222222222223,0.6234567901234568,0.7191358024691358,0.8480187512485415,0.06048387096774199,17.0
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Hanging,0.0666666666666667,4.666666666666666,1.5407407407407407,3.3037037037037043,1.8176093374825362,0.008888888888888724,45.0
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Death Due to Other Cause,0.06666666666666667,4.888888888888889,1.2790123456790123,2.1432098765432097,1.4639705859556091,0.01363636363636378,47.0
Explosives - Explosives Act 1884,0.05,3.75,1.5555555555555556,3.5388888888888888,1.8811934746029948,0.004687500000000067,36.0
"Murder (Sec.302/303 IPC/103,104 BNS) - Due to Personal Vendetta or enemity",0.049999999999999975,2.75,1.3555555555555552,2.6499999999999995,1.6278820596099706,0.0062500000000002,27.0
KARNATAKA STATE LOCAL ACTS - Karnataka Prohibition of Beggery Act 1975,0.04999999999999995,5.972222222222222,7.196296296296296,63.489506172839505,7.968030256772342,0.00026244167962685694,56.0
COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS) - Regional Issue,0.03333333333333335,1.5,1.037037037037037,1.5481481481481483,1.2442460159261706,0.004761904761904745,15.0
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - Boy,0.016666666666666687,2.361111111111111,1.251851851851852,2.689506172839506,1.6399713939089018,0.0006880733944956141,22.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Jail Personnel",0.016666666666666687,1.0277777777777777,0.6283950617283951,0.7635802469135803,0.8738307884903005,0.0024193548387096975,10.0
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - Child",0.016666666666666687,1.472222222222222,1.15679012345679,1.8006172839506174,1.3418708149261678,0.001027397260273899,14.0
INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS) - Office,0.016666666666666673,1.25,0.8814814814814815,1.3314814814814815,1.1538983843829063,0.001388888888888773,12.0
Death of Children due to miscarriage,0.0166666666666666,1.6944444444444446,1.3543209876543212,2.3932098765432093,1.5470002833041787,0.0007731958762889901,16.0
Exposure & abandonment (Sec. 317 IPC),2.866583523299506e-17,4.222222222222222,2.864197530864198,11.283950617283951,3.3591592128513277,0.0,38.0
"ASSAULT (Sec 356, 357 IPC/134,135 BNS) - On Man (General)",1.433291761649753e-17,1.3333333333333333,0.6666666666666666,0.6666666666666667,0.816496580927726,-2.220446049250313e-16,12.0
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - In Other Places",0.0,2.3333333333333335,0.8888888888888888,1.1111111111111112,1.0540925533894598,0.0,21.0
"OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC/81,84 BNS)",0.0,3.6666666666666665,0.5925925925925927,0.4444444444444444,0.6666666666666666,0.0,33.0
CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS) - CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS),0.0,6.666666666666667,11.851851851851853,355.55555555555554,18.856180831641268,0.0,60.0
"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC/196, 197 & 353 BNS - OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC/196, 197 & 353 BNS",-1.1466334093198023e-16,4.88888888888889,8.69135802469136,191.2098765432099,13.827865943203596,-2.220446049250313e-16,44.0
"CHEATING (Sec.417 to 420 IPC/318(2)to 318(4), 319(2) BNS) - CHEATING (Sec.417 to 420 IPC/318(2)to 318(4), 319(2) BNS)",-9.173067274558418e-16,52.22222222222223,92.8395061728395,21817.283950617286,147.7067498478566,0.0,470.0
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - On Highways",-0.01666666666666666,1.6388888888888888,0.8395061728395061,0.9117283950617286,0.9548446968286145,0.002027027027026951,14.0
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - At Residential Premises",-0.01666666666666666,2.0833333333333335,0.6851851851851852,1.1092592592592594,1.0532137766186214,0.0016666666666665941,18.0
POCSO - Others,-0.016666666666666916,92.63888888888889,8.624691358024691,127.3561728395062,11.285219219824938,1.454051958105218e-05,833.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Communication And Elec. Wire,-0.03333333333333332,22.27777777777778,2.5580246913580247,10.758024691358024,3.2799427878178036,0.0006880733944953921,199.0
"Murder (Sec.302/303 IPC/103,104 BNS) - Due to Sexual jealousy",-0.03333333333333333,2.1666666666666665,1.3555555555555554,2.437037037037037,1.5611012257496428,0.00303030303030305,18.0
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Office,-0.03333333333333335,5.5,1.037037037037037,1.5481481481481485,1.2442460159261706,0.004761904761904412,48.0
Concealment of birth by secret disposal of Child - Girl,-0.033333333333333375,2.055555555555556,1.1802469135802471,2.31358024691358,1.5210457741020091,0.0031914893617021045,17.0
ARMS ACT 1964 - Factory Made - Non Prohibited Bore - In Other Area,-0.049999999999999996,2.8055555555555554,0.9049382716049384,1.1191358024691358,1.0578921506794234,0.014673913043478093,23.0
"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS) - By Relatives",-0.05,3.25,1.1333333333333333,1.7611111111111108,1.327068615826292,0.009375000000000133,27.0
"Murder (Sec.302/303 IPC/103,104 BNS) - For gain",-0.06666666666666667,3.111111111111111,0.9481481481481482,1.2543209876543209,1.1199647260759247,0.023076923076923106,25.0
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Information Technology Act 2000, 2009",-0.0666666666666667,12.777777777777779,4.004938271604939,38.21728395061728,6.18201293678825,0.0007746933505489162,112.0
KARNATAKA STATE LOCAL ACTS - Karnataka Land & Revenue Act 1964 & 2007,-0.0666666666666667,3.888888888888889,1.4469135802469135,3.3283950617283953,1.824388955713226,0.008823529411764675,32.0
"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS) - IPC 174 A/BNS 209",-0.08333333333333401,34.63888888888889,30.086419753086414,2309.2376543209875,48.05452792735548,2.0047901118425138e-05,308.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - At ATM,-0.09999999999999995,2.833333333333333,1.237037037037037,2.155555555555556,1.4681810363696828,0.029999999999999916,21.0
KARNATAKA STATE LOCAL ACTS - Karnataka Money Lender Act 1961,-0.1,2.388888888888889,1.2765432098765432,2.698765432098765,1.6427919625134417,0.02410714285714277,17.0
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Prohibited Places,-0.10000000000000002,1.6111111111111112,0.6567901234567901,0.6987654320987653,0.8359219055024012,0.08709677419354855,10.0
"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS) - Others",-0.10000000000000003,1.9444444444444446,0.8938271604938272,1.069135802469136,1.0339902332561637,0.058695652173912816,13.0
KARNATAKA STATE LOCAL ACTS - Banning of Unregulated Deposit Schemes Act,-0.10000000000000005,2.166666666666667,1.8444444444444446,5.044444444444445,2.245984070389736,0.01304347826086949,15.0
"Murder (Sec.302/303 IPC/103,104 BNS) - Over Property Dispute",-0.10000000000000005,2.3888888888888893,0.6567901234567901,0.6987654320987654,0.8359219055024012,0.08709677419354844,17.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Automobiles - Of Lorries/Trucks,-0.11666666666666667,10.805555555555555,2.8098765432098767,12.304320987654322,3.507751557287705,0.007320717131473975,92.0
"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS) - To Extort Property",-0.11666666666666674,2.916666666666667,1.085185185185185,1.4648148148148148,1.2102953419784837,0.05833333333333335,21.0
"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS) - Abetment of Suicide",-0.13333333333333328,31.88888888888889,3.723456790123456,18.720987654320982,4.326775664894239,0.006290956749672616,281.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Poisonous Substance - Related",-0.13333333333333333,1.7777777777777777,0.982716049382716,1.3135802469135804,1.1461152851757892,0.082758620689655,10.0
"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS) - From Police Custody",-0.1333333333333334,1.8888888888888893,1.1555555555555554,1.832098765432099,1.3535504295858722,0.060759493670885845,11.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - For Dowry other Means,-0.15000000000000005,2.6388888888888893,1.0876543209876541,1.9487654320987657,1.3959818881700312,0.07147058823529417,17.0
KARNATAKA STATE LOCAL ACTS - Karnataka Prisoners Act 1963 & 1974,-0.15000000000000008,5.083333333333334,2.081481481481481,6.072222222222222,2.4641879437701624,0.024107142857142883,39.0
"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS) - Attempt to Commit",-0.16666666666666666,2.1666666666666665,0.7037037037037037,0.7037037037037037,0.8388704928078611,0.20833333333333337,12.0
"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS) - By a Gang",-0.16666666666666666,1.9444444444444444,0.54320987654321,0.3580246913580247,0.5983516452371671,0.34090909090909094,10.0
"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS)) - Due to Village Disputes",-0.1666666666666667,1.9444444444444446,1.074074074074074,1.691358024691358,1.3005222123021805,0.09868421052631571,10.0
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - For Ransom - of  Others",-0.1666666666666667,6.722222222222223,2.0246913580246915,8.135802469135804,2.852332811776319,0.022255192878338104,53.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Matrimony Fraud,-0.18333333333333335,9.138888888888888,2.4111111111111114,10.170987654320989,3.189198591232755,0.021555819477434568,74.0
Concealment of birth by secret disposal of Child - Boy,-0.18333333333333335,3.0277777777777777,1.062962962962963,2.096913580246914,1.4480723670614373,0.09654255319148919,19.0
"KARNATAKA STATE LOCAL ACTS - Prevention of violence against Doctors, Medical professionals and Medical institutions",-0.18333333333333338,2.027777777777778,0.5839506172839507,0.5413580246913581,0.7357703613841469,0.29274193548387095,10.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Inflammable Substance- Related",-0.1833333333333334,2.805555555555556,0.9469135802469135,1.2080246913580244,1.0991017656968913,0.15646551724137947,17.0
Procuration of Minor Girls - For Other Purposes,-0.18333333333333343,2.2500000000000004,1.1851851851851851,1.7759259259259261,1.3326387079497302,0.11203703703703694,12.0
IMMORAL TRAFFIC - Un-Organised,-0.1999999999999999,10.444444444444445,5.061728395061729,29.313580246913585,5.414201718343489,0.009015025041736124,85.0
Explosives - Explosives Substances Act 1908,-0.1999999999999999,4.777777777777777,1.7975308641975307,5.683950617283951,2.3841037345895733,0.044813278008298596,34.0
COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS) - Religious Issue,-0.19999999999999998,9.555555555555555,2.4839506172839503,7.758024691358025,2.785323085632621,0.033230769230769286,77.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Data Theft,-0.20000000000000004,5.777777777777778,2.241975308641975,7.239506172839506,2.6906330431404997,0.03552631578947374,43.0
"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS) - To settle Dispute",-0.20000000000000007,2.5555555555555562,0.8592592592592592,1.3135802469135804,1.1461152851757892,0.16874999999999996,14.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Attempt to commit,-0.2333333333333334,5.388888888888889,1.7012345679012344,3.587654320987655,1.8941104299875589,0.09187499999999993,38.0
"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS) - Of Currency Notes And Bank Notes (Sec. 489 (A) to 489 (E) IPC)",-0.24999999999999997,3.0277777777777777,1.6419753086419755,3.756172839506173,1.9380848380569342,0.0998520710059172,16.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Explosive/Explosive Substances - Related",-0.25000000000000006,3.1388888888888893,0.6790123456790123,0.5709876543209877,0.7556372504853025,0.421875,17.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Sextortion and Revenge Porn,-0.25000000000000006,9.25,3.4444444444444446,16.25,4.031128874149275,0.025000000000000022,72.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - In Running Train,-0.2500000000000001,5.472222222222223,1.3086419753086416,2.6450617283950617,1.6263645742560497,0.13608870967741948,38.0
Offences related to Marriage,-0.26666666666666666,3.666666666666667,0.8888888888888888,1.0814814814814815,1.039943018382008,0.3047619047619048,21.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - Civil Disputes,-0.26666666666666666,31.666666666666664,6.192592592592593,62.63703703703704,7.914356388048054,0.007511737089201831,273.0
SCHEDULED CASTE AND THE SCHEDULED TRIBES - Scheduled Caste,-0.2833333333333334,110.86111111111111,8.9679012345679,124.82283950617281,11.172414220130438,0.004269253496159475,985.0
KARNATAKA STATE LOCAL ACTS - Karnataka Prohibition of Charging Exorbitant Interest Act 2004,-0.2833333333333334,2.9722222222222223,0.7728395061728395,1.2672839506172842,1.1257370699312004,0.2969178082191781,14.0
"Murder (Sec.302/303 IPC/103,104 BNS) - Revenge/Enemity",-0.28333333333333344,4.527777777777779,1.750617283950617,4.4524691358024695,2.110087471125894,0.10730198019801984,28.0
"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS) - Attempt to Commit suicide",-0.2833333333333335,7.8611111111111125,0.9382716049382714,1.4895061728395056,1.2204532653237918,0.2643292682926832,58.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Email Spoofing / Fraud,-0.2833333333333335,4.527777777777779,1.862962962962963,4.674691358024692,2.1621034568273303,0.10272511848341226,28.0
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - Procuration of Minor Girls - For other Purpose",-0.30000000000000004,3.5,0.6666666666666665,0.7333333333333333,0.8563488385776752,0.45000000000000007,18.0
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Others,-0.3000000000000001,7.611111111111111,2.5432098765432096,9.498765432098766,3.082006721618038,0.05941320293398511,55.0
KARNATAKA POLICE ACT 1965 - House Gambling (79 & 80),-0.3333333333333335,23.77777777777778,4.197530864197531,35.358024691358025,5.946261404559845,0.02051983584131334,199.0
"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS) - By Neighbours",-0.3499999999999999,4.861111111111111,1.5901234567901237,4.393209876543209,2.0959985392512106,0.15675355450236972,28.0
ARMS ACT 1966 - Factory Made - Prohibited Bore - In Other Area,-0.35000000000000003,5.638888888888889,1.4148148148148147,2.6154320987654316,1.6172297606603188,0.23794964028777,35.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - CSAM (Child Pornography). Cyber Tip Line,-0.3666666666666667,3.5,1.7703703703703704,4.214814814814814,2.0530014161745758,0.17536231884057973,15.0
MOLESTATION (Sec.354 IPC/74 BNS) - Other Places,-0.3833333333333337,221.25,14.42222222222222,323.4648148148148,17.985127600737638,0.003019406392694046,1974.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Attempt to Commit",-0.4000000000000001,3.666666666666667,1.1703703703703703,2.0444444444444443,1.429840705968481,0.34285714285714275,15.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - Due to Personal Vendetta or enemity,-0.4000000000000001,8.444444444444445,3.1160493827160494,12.513580246913582,3.5374539215251386,0.07854545454545447,58.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Extortion,-0.41666666666666663,24.63888888888889,2.4938271604938276,9.089506172839506,3.014880789158919,0.11295180722891562,203.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - ATM Fraud,-0.41666666666666663,3.3055555555555554,0.95679012345679,1.4598765432098764,1.2082535094961968,0.4422169811320755,11.0
Attempt to Commit Murder for dowry by other means (Sec.307 IPC),-0.41666666666666674,3.416666666666667,0.8148148148148149,1.287037037037037,1.1344765475923408,0.4734848484848486,12.0
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Husband And Relatives In Law,-0.41666666666666674,5.083333333333334,0.8888888888888888,1.0648148148148147,1.0318986456114838,0.5208333333333334,27.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Judicial Official",-0.41666666666666674,4.083333333333334,0.5740740740740741,0.3981481481481482,0.6309898162000305,0.7440476190476191,18.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Deep Fake/Deep Nudes,-0.43333333333333335,4.055555555555555,0.8370370370370368,1.0691358024691358,1.0339902332561637,0.5393617021276595,17.0
Attempting to commit offences (Sec.511 IPC/62 BNS) - Attempting to commit offences,-0.43333333333333357,21.055555555555557,3.390123456790123,15.735802469135804,3.9668378425561843,0.07369186046511622,170.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Death Causeed By Electric Shock",-0.45000000000000007,9.25,4.144444444444444,24.650000000000002,4.964876634922564,0.05192307692307685,63.0
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - Preparation And Assembly for Dacoity",-0.4500000000000001,7.138888888888889,1.5234567901234566,3.415432098765431,1.8480887691789676,0.2832901554404147,44.0
KARNATAKA STATE LOCAL ACTS - Other Local Acts,-0.45000000000000023,17.13888888888889,7.476543209876543,73.63765432098765,8.581238507406006,0.0180029634507739,134.0
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Others,-0.4833333333333333,19.083333333333336,3.603703703703703,18.220370370370365,4.268532578108121,0.07874531835206,150.0
INDIAN MOTOR VEHICLE,-0.48333333333333345,9.75,3.333333333333333,23.33148148148148,4.830267226715462,0.06257440476190479,66.0
"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS) - Other Forgery",-0.49999999999999994,16.944444444444443,4.283950617283951,27.469135802469136,5.241100628920336,0.05720338983050843,130.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Hacking of Accounts & Ids,-0.5000000000000001,15.277777777777779,7.08641975308642,68.06172839506172,8.249953235931809,0.023902266288951868,115.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - Revenge/Enemity,-0.5000000000000002,23.166666666666668,3.2222222222222223,15.444444444444445,3.929942040850532,0.09740259740259738,186.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Business Fraud,-0.5166666666666665,12.916666666666666,4.37037037037037,27.10925925925926,5.206655285234395,0.06160256410256404,93.0
COPY RIGHT ACT 1958 - By Individual,-0.5166666666666667,8.805555555555555,1.5074074074074073,4.39320987654321,2.095998539251211,0.2882999999999999,56.0
CONSUMER - Liquified Petroleum Gas Supply & Control Order 2000,-0.5333333333333335,10.88888888888889,2.5580246913580247,8.054320987654322,2.838013563683994,0.19057071960297767,74.0
"Murder (Sec.302/303 IPC/103,104 BNS) - Civil Disputes",-0.5333333333333335,6.666666666666668,1.1259259259259262,1.6592592592592597,1.2881223774390613,0.5333333333333332,36.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Phishing (Taking Password & Information),-0.5666666666666668,5.833333333333334,2.0666666666666664,6.0814814814814815,2.466065992929119,0.26036036036036037,27.0
The Prohibition of Child Marriage Act - 2006 - The Prohibition of Child Marriage Act - 2006,-0.6000000000000001,4.333333333333334,2.311111111111112,11.822222222222225,3.4383458555273676,0.16874999999999973,12.0
Kidnapping - Kidnapping,-0.6000000000000001,4.333333333333334,2.311111111111112,11.822222222222225,3.4383458555273676,0.16874999999999973,12.0
Juvenile Justice Act - Juvenile Justice Act,-0.6000000000000001,4.333333333333334,2.311111111111112,11.822222222222225,3.4383458555273676,0.16874999999999973,12.0
Juvenile Justice Act,-0.6333333333333334,13.833333333333332,5.333333333333333,63.32592592592592,7.957758850701994,0.04051627384960732,96.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Machinery - Related",-0.65,13.25,2.811111111111111,9.183333333333332,3.030401513551188,0.23472222222222228,90.0
Kidnapping & Abduction of Women: (Sec.366 IPC),-0.6500000000000001,10.25,4.888888888888889,29.40555555555555,5.422688959875493,0.08741379310344832,63.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Cycle,-0.6500000000000002,5.694444444444446,1.3716049382716053,2.7635802469135804,1.6624019510676653,0.5047566371681416,22.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Public Sector Undertaking Official",-0.6833333333333336,14.750000000000002,1.7851851851851857,3.9981481481481485,1.9995369834409535,0.43776041666666654,102.0
"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS) - Others",-0.6833333333333336,12.63888888888889,1.460493827160494,3.0598765432098762,1.7492502803229377,0.5043,83.0
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Due to Other Causes,-0.7000000000000001,10.38888888888889,2.479012345679012,8.16543209876543,2.857522020696504,0.28574514038876897,62.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Police Personnel",-0.7166666666666668,45.69444444444445,3.3604938271604947,20.452469135802467,4.52244061716707,0.14340744570837638,379.0
"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS) - At Residential Premises",-0.7166666666666668,13.916666666666668,1.9888888888888887,5.242592592592592,2.2896708480898718,0.3950854700854701,93.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Automobiles - Of Tractors,-0.7333333333333334,11.11111111111111,1.7876543209876543,4.217283950617283,2.053602675937408,0.45949367088607607,67.0
"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS) - In Other Places",-0.7333333333333335,43.11111111111111,4.479012345679012,37.99506172839507,6.164013443236077,0.0862232779097385,355.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - In Running Bus,-0.7833333333333334,12.25,1.6333333333333335,4.353703703703703,2.0865530675503328,0.4844298245614036,75.0
KARNATAKA STATE LOCAL ACTS - Karnataka Lottery Act,-0.8166666666666669,10.083333333333334,2.7074074074074073,10.442592592592593,3.231500053008292,0.2986318407960199,54.0
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Gifts, iPhone & Lottery Fraud",-0.8666666666666669,14.333333333333336,4.029629629629629,23.881481481481483,4.886868269299008,0.17333333333333334,90.0
COPY RIGHT ACT 1957 - By Company,-0.8833333333333334,16.305555555555557,3.7061728395061726,16.89691358024691,4.110585551992187,0.2353910614525141,107.0
MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS) - Other Places,-0.8833333333333335,16.75,3.15925925925926,15.909259259259263,3.9886412798419544,0.24640350877192962,111.0
MOLESTATION (Sec.354 IPC/74 BNS) - Public Place,-0.8833333333333339,182.9722222222222,8.101234567901239,84.82283950617288,9.209931569027692,0.057782501371365536,1607.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Loan App,-0.9166666666666669,19.916666666666668,4.5555555555555545,38.84259259259259,6.232382577521424,0.12604166666666683,138.0
"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS) - Agricultural Produce",-0.9166666666666669,8.027777777777779,1.71604938271605,5.756172839506174,2.3992025424099097,0.4932065217391304,31.0
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - IPC 174 A/BNS 209,-0.9500000000000004,6.8611111111111125,3.65925925925926,29.637654320987647,5.4440476045849975,0.1687500000000003,19.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Automobies - of Three Wheelers,-0.9999999999999999,24.333333333333332,3.7777777777777786,26.0,5.0990195135927845,0.20408163265306123,174.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Accessories of Motor Vehicle,-1.0000000000000002,25.88888888888889,3.061728395061729,15.654320987654323,3.956554181058857,0.2986725663716814,188.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Fedex,-1.0000000000000004,8.111111111111112,1.4567901234567904,3.2098765432098757,1.791612832955233,0.675,28.0
"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS)) - Others",-1.0166666666666673,199.86111111111111,15.132098765432097,335.5043209876542,18.316777036030498,0.020125117184683572,1753.0
